timestamp,label,accelX,accelY,accelZ,gyroX,gyroY
193872.0,UP,-4.8626,1.9034,11.485,-0.011248,-0.106036
193883.0,UP,-2.7653,2.6935,15.0308,-0.010113,-0.151978
193893.0,UP,-4.2497,0.012,14.2934,-0.007021,-0.193049
193903.0,UP,-4.5873,-2.3774,10.6566,-0.00881,-0.214021
193912.0,UP,-1.8052,0.9673,10.5991,-0.008536,-0.217049
193923.0,UP,-5.3917,1.8627,10.0006,-0.005865,-0.19629
193933.0,UP,-4.6448,4.3431,13.9941,-0.006287,-0.188635
193943.0,UP,-2.2194,4.5035,14.8991,-0.003,-0.186509
193953.0,UP,-3.1292,2.1356,16.2686,-0.002396,-0.200635
193963.0,UP,-6.2369,3.1603,15.9454,-0.004897,-0.21199
193973.0,UP,-3.869,1.1732,9.6462,-0.009882,-0.199916
193983.0,UP,-4.5035,1.5826,10.2328,-0.009714,-0.151674
193993.0,UP,-7.4124,-1.1995,12.5552,-0.00846,-0.075242
194002.0,UP,-5.9735,1.5179,7.6279,-0.007457,0.018359
194013.0,UP,-7.0366,3.8762,12.6318,-0.007773,0.088816
194023.0,UP,-6.1627,3.2968,10.0293,-0.000565,0.151363
194033.0,UP,-4.4077,3.9409,9.7971,0.002909,0.207583
194042.0,UP,-4.9464,3.7589,10.7595,-0.000866,0.242114
194053.0,UP,-5.624,-0.4597,15.1577,-0.003726,0.254284
194063.0,UP,-7.003,-1.7765,9.9575,-0.009639,0.276757
194073.0,UP,-5.5258,-1.3431,11.0253,-0.007121,0.305766
194082.0,UP,-5.9352,-0.2514,10.5584,-0.007078,0.320714
194093.0,UP,-6.3327,-1.1205,13.4171,-0.010082,0.303467
194103.0,UP,-6.4979,-2.4708,10.7188,-0.014936,0.234619
194113.0,UP,-6.608,-3.3423,13.3932,-0.012957,0.080843
194122.0,UP,-5.1523,-3.0718,15.8903,-0.020967,-0.110233
194132.0,UP,-6.2632,0.7949,12.0811,-0.027908,-0.304928
194143.0,UP,-4.695,0.9936,10.8194,-0.033673,-0.467239
194153.0,UP,-4.197,-0.6823,14.9087,-0.030132,-0.542943
194163.0,UP,-5.3319,3.9289,11.2312,-0.022183,-0.528629
194172.0,UP,-4.9009,4.6926,14.7124,-0.018488,-0.483552
194183.0,UP,-2.296,2.8754,17.1616,-0.010577,-0.416366
194193.0,UP,-1.5945,3.1244,16.1872,-0.004407,-0.384415
194203.0,UP,-3.6727,-0.0024,13.2399,-0.004854,-0.414064
194212.0,UP,-5.7844,3.881,10.1155,-0.005638,-0.461286
194223.0,UP,-2.7677,0.7159,13.4339,-0.007597,-0.47311
194233.0,UP,-3.9648,1.6376,14.6717,-0.007246,-0.463917
194243.0,UP,-3.2992,0.7446,18.8352,-0.007178,-0.399913
194252.0,UP,1.1181,-0.5698,15.0212,-0.003927,-0.311191
194263.0,UP,-0.7063,0.826,14.3149,-0.002764,-0.226092
194273.0,UP,-0.7805,1.2282,8.9136,-0.010521,-0.163128
194283.0,UP,-2.8994,3.237,10.9343,-0.015554,-0.099061
194293.0,UP,-0.9218,2.2697,12.4498,-0.01489,-0.00496
194302.0,UP,-2.6695,0.1891,9.0046,-0.013507,0.127557
194313.0,UP,-2.2984,0.0383,11.2264,-0.013253,0.243803
194323.0,UP,-2.5379,1.221,14.7603,-0.016887,0.357583
194333.0,UP,-4.4532,4.0438,13.6446,-0.017236,0.438376
194342.0,UP,-5.1619,6.5697,14.947,-0.018261,0.490006
194353.0,UP,-5.2313,4.7142,13.6086,-0.016577,0.522677
194363.0,UP,-3.9433,5.0901,12.7707,-0.016615,0.563842
194373.0,UP,-4.8411,2.0375,14.8704,-0.015419,0.615001
194382.0,UP,-3.4189,0.4788,14.4658,-0.015156,0.624005
194393.0,UP,-3.7637,3.7613,16.86,-0.015212,0.599659
194403.0,UP,-2.2769,2.557,18.5144,-0.012538,0.521241
194413.0,UP,-2.3918,3.96,16.0819,-0.00912,0.411343
194422.0,UP,-3.1532,3.2034,15.3396,-0.013528,0.32982
194433.0,UP,-2.9425,2.0614,13.5464,-0.014975,0.297909
194443.0,UP,-2.6959,0.6895,12.0955,-0.0156,0.278402
194453.0,UP,-4.8866,3.2753,15.5432,-0.013168,0.255122
194463.0,UP,-4.1468,2.7797,11.5903,-0.008292,0.224028
194472.0,UP,-3.9552,2.6097,13.2304,-0.004285,0.198567
194483.0,UP,-2.0111,3.7158,9.0285,0.001053,0.195677
194493.0,UP,-3.4764,3.0837,9.7324,-0.004856,0.181056
194503.0,UP,-1.5083,1.1325,8.6622,-0.006705,0.142658
194512.0,UP,-3.6392,-0.0886,15.864,-0.010156,0.094354
194523.0,UP,-5.0996,-2.8659,14.3149,-0.011425,0.026347
194533.0,UP,-3.5698,-0.5986,16.2447,-0.009776,-0.031683
194543.0,UP,-2.636,1.2043,16.01,-0.014265,-0.07864
194552.0,UP,-5.77,0.4621,12.9526,-0.01711,-0.12324
194563.0,UP,-6.5314,1.5012,5.9017,-0.022371,-0.143465
194573.0,UP,-5.102,1.3958,8.5976,-0.023968,-0.169665
194583.0,UP,-4.6424,2.4181,9.402,-0.025938,-0.20869
194592.0,UP,-2.739,0.6847,11.1929,-0.025223,-0.282491
194603.0,UP,-3.972,4.5035,12.7659,-0.028701,-0.362263
194613.0,UP,-4.2521,4.2066,10.0293,-0.029458,-0.433275
194623.0,UP,-6.6295,4.6352,10.7691,-0.025428,-0.507298
194633.0,UP,-6.7516,4.3694,12.7204,-0.025721,-0.573497
194642.0,UP,-4.7884,-0.34,18.421,-0.025955,-0.614999
194653.0,UP,-0.079,0.6871,14.4945,-0.025876,-0.633492
194663.0,UP,-1.3671,1.4916,16.7594,-0.03322,-0.600376
194673.0,UP,-2.2266,0.7494,16.089,-0.039522,-0.537538
194682.0,UP,-2.4493,4.6998,18.3611,-0.04046,-0.465631
194693.0,UP,-3.1747,4.6567,15.9023,-0.03828,-0.38487
194703.0,UP,-4.9249,4.142,14.4083,-0.038027,-0.324098
194713.0,UP,-3.7326,1.8962,13.5296,-0.036919,-0.30655
194722.0,UP,-5.205,2.1428,12.8018,-0.029745,-0.321289
194733.0,UP,-2.5738,-1.0654,16.2471,-0.024058,-0.353332
194743.0,UP,-3.9528,0.8523,16.4865,-0.019402,-0.372411
194753.0,UP,-5.5306,2.7222,20.334,-0.019888,-0.330278
194763.0,UP,-7.525,4.628,15.8831,-0.021608,-0.23438
194772.0,UP,-4.379,5.8945,13.3501,-0.022665,-0.121902
194783.0,UP,-1.4126,4.7118,14.6765,-0.025216,-0.026164
194793.0,UP,-0.6105,1.6999,11.5616,-0.025764,0.022181
194803.0,UP,-3.9049,-0.34,12.5097,-0.027162,0.063522
194812.0,UP,-5.928,1.3431,17.2957,-0.028547,0.11205
194823.0,UP,-5.8514,4.6352,15.8783,-0.02715,0.17544
194833.0,UP,-4.2641,3.1771,13.398,-0.026832,0.238516
194843.0,UP,-3.4907,0.6009,14.4993,-0.024926,0.306776
194852.0,UP,-3.3543,1.2522,15.7945,-0.01594,0.376413
194863.0,UP,-3.7804,1.4293,9.3805,-0.012481,0.442141
194873.0,UP,-0.9194,3.8762,15.2271,-0.0111,0.49499
194883.0,UP,-3.3926,4.81,14.7962,-0.021186,0.533752
194892.0,UP,-5.047,5.9831,17.3268,-0.018757,0.573662
194903.0,UP,-5.1643,1.7526,17.1281,-0.020118,0.609693
194913.0,UP,-6.3734,4.5203,15.9334,-0.018755,0.641822
194923.0,UP,-7.2449,3.893,12.6677,-0.007219,0.645196
194933.0,UP,-6.1986,3.4141,17.571,-0.00316,0.595508
194942.0,UP,-5.8466,5.8203,11.8034,-0.00716,0.512538
194953.0,UP,-4.7333,5.2122,12.5672,-0.005777,0.412054
194963.0,UP,-6.2896,4.3407,14.4682,-0.0108,0.335451
194973.0,UP,-6.2704,4.956,12.3014,-0.014285,0.293514
194982.0,UP,-8.3414,6.9959,8.6407,-0.011583,0.257619
194993.0,UP,-7.7596,8.2073,5.6288,-0.008037,0.196502
195003.0,UP,-6.0885,4.1779,9.0788,-0.005146,0.148727
195013.0,UP,-4.2018,1.7909,9.0453,0.006013,0.123191
195022.0,UP,-2.2027,0.7518,10.0006,0.017817,0.112567
195033.0,UP,-2.4445,-5.7509,6.2393,0.021612,0.133913
195043.0,UP,-4.3455,-3.4429,8.1235,0.026993,0.16639
195053.0,UP,-4.6184,-2.4756,11.6382,0.033803,0.16141
195062.0,UP,-4.1444,-0.6967,8.5305,0.044366,0.082016
195073.0,UP,-4.6807,3.3926,6.2944,0.05399,-0.016032
195083.0,UP,-4.5155,4.027,10.5848,0.055986,-0.098734
195093.0,UP,-4.7525,-1.008,5.9568,0.059395,-0.182269
195103.0,UP,-6.2608,1.7214,7.5561,0.061536,-0.292797
195112.0,UP,-5.5402,5.4372,5.7485,0.060478,-0.449914
195123.0,UP,-4.5059,3.5602,4.9752,0.05638,-0.624103
195133.0,UP,-4.7812,3.371,8.6263,0.048252,-0.764094
195143.0,UP,-5.4755,1.5826,10.7045,0.030985,-0.84491
195152.0,UP,-2.0063,2.7701,10.7069,0.014454,-0.860055
195163.0,UP,-2.5594,1.6903,15.7251,0.004639,-0.799746
195173.0,UP,-4.9105,1.0463,11.1905,-0.002254,-0.736417
195183.0,UP,-6.3853,1.154,7.1347,-0.010805,-0.723752
195192.0,UP,-5.4708,0.1628,6.4284,-0.014822,-0.750444
195203.0,UP,-4.4867,1.5443,8.2768,-0.017023,-0.737851
195213.0,UP,-4.1755,-1.8986,14.0995,-0.015106,-0.678108
195223.0,UP,-0.34,-1.8292,16.2016,-0.018743,-0.564177
195233.0,UP,-5.0015,-1.4222,10.7404,-0.023037,-0.421179
195243.0,UP,-5.5522,1.2641,17.0443,-0.026313,-0.282586
195253.0,UP,-5.1427,0.431,18.931,-0.034369,-0.17752
195263.0,UP,-6.5649,3.4117,17.1353,-0.037937,-0.109349
195273.0,UP,-4.3072,2.9329,15.5743,-0.028533,-0.091317
195282.0,UP,-1.7933,3.9121,19.587,-0.021597,-0.098902
195293.0,UP,-0.8882,1.8268,17.2885,-0.010772,-0.125167
195303.0,UP,-1.2641,0.9553,14.4969,-0.008507,-0.154546
195313.0,UP,0.0503,2.9425,15.5743,-0.006641,-0.178423
195322.0,UP,-1.5083,1.3958,13.1035,-0.014262,-0.164163
195333.0,UP,-3.9361,1.5921,10.3501,-0.021265,-0.121046
195343.0,UP,-3.5626,1.7813,12.7348,-0.029745,-0.096092
195353.0,UP,-4.8339,2.2434,12.2416,-0.031785,-0.080232
195362.0,UP,-4.0965,0.589,13.9031,-0.024945,-0.060509
195373.0,UP,-3.5362,3.0119,15.8305,-0.024268,-0.030609
195383.0,UP,-8.2696,0.3496,16.6277,-0.018824,0.029124
195393.0,UP,-6.1938,0.4429,15.615,-0.005036,0.123222
195403.0,UP,-3.1125,4.9129,17.9948,-0.002906,0.208999
195412.0,UP,-3.043,1.1636,16.2135,-0.00749,0.245378
195423.0,UP,-3.2801,-2.7126,16.7905,-0.008706,0.241014
195433.0,UP,-1.2785,3.6224,16.3428,-0.011544,0.206559
195443.0,UP,-2.0111,2.8108,15.5886,-0.015359,0.193438
195452.0,UP,-2.6791,-1.3072,16.3907,-0.011431,0.236927
195463.0,UP,-1.3623,0.1317,15.014,-0.015589,0.344462
195473.0,UP,-2.5905,-0.0263,14.6022,-0.008683,0.492469
195483.0,UP,-4.5921,-0.6536,12.6773,-0.008595,0.626862
195492.0,UP,-6.2944,0.9266,13.1873,-0.007138,0.706878
195503.0,UP,-4.6471,3.6392,10.6686,-0.006719,0.742166
195513.0,UP,-5.9233,2.5019,10.7284,-0.004518,0.752437
195523.0,UP,-6.7971,4.4029,12.0357,-0.007821,0.734327
195532.0,UP,-6.0765,3.6799,14.0324,0.000835,0.695165
195543.0,UP,-4.7333,1.482,14.5352,0.007334,0.636656
195553.0,UP,-4.7429,3.4572,10.1634,0.013812,0.589902
195563.0,UP,-4.8435,4.7262,13.5081,0.030346,0.578239
195573.0,UP,-4.7525,4.3551,12.9407,0.037604,0.581486
195582.0,UP,-6.2848,5.272,14.4562,0.04309,0.603375
195593.0,UP,-4.4293,5.2241,12.6055,0.048173,0.607723
195603.0,UP,-5.9304,4.3814,15.8448,0.049734,0.573844
195613.0,UP,-3.8882,2.2625,12.0452,0.052315,0.513166
195622.0,UP,-2.9161,-1.6831,14.6693,0.059869,0.428598
195633.0,UP,-3.6464,-0.7638,13.4219,0.066711,0.302801
195643.0,UP,-3.7637,-1.9154,11.0205,0.073091,0.147006
195653.0,UP,-3.9121,-1.2402,9.0429,0.078622,0.026207
195662.0,UP,-5.9664,-0.2298,9.3111,0.079635,-0.039895
195673.0,UP,-7.6854,0.4429,6.3111,0.076662,-0.092457
195683.0,UP,-8.4731,1.2498,8.1738,0.073805,-0.133974
195693.0,UP,-6.1938,0.7326,6.517,0.074556,-0.210941
195702.0,UP,-5.6096,3.1603,10.1347,0.07958,-0.348669
195713.0,UP,-4.063,1.2043,10.7021,0.080935,-0.491041
195723.0,UP,-5.3319,-2.6647,11.9686,0.081166,-0.629132
195733.0,UP,-3.9816,-0.0718,14.6022,0.083323,-0.762841
195743.0,UP,-1.8052,1.0678,15.2391,0.085741,-0.875564
195752.0,UP,-1.3791,0.1796,15.4163,0.081014,-0.922256
195763.0,UP,-2.0087,3.4764,14.5663,0.078245,-0.886971
195773.0,UP,-3.122,4.9704,18.0164,0.07651,-0.799109
195783.0,UP,-2.0662,7.1204,14.777,0.069259,-0.682882
195792.0,UP,-3.0813,8.0182,14.5974,0.066976,-0.568583
195803.0,UP,-3.6464,4.695,15.6222,0.058434,-0.50379
195813.0,UP,-6.6559,0.9888,10.963,0.042701,-0.49848
195823.0,UP,-2.3367,3.0957,9.2488,0.031127,-0.534787
195832.0,UP,-4.3215,4.4436,11.9471,0.020003,-0.54582
195843.0,UP,-2.5522,2.0087,6.8857,0.013982,-0.501408
195853.0,UP,-6.2704,0.0287,10.7548,0.009804,-0.383967
195863.0,UP,-5.8562,0.7207,13.8337,0.003744,-0.249939
195872.0,UP,-4.9488,-0.3041,14.0037,0.004491,-0.146606
195883.0,UP,-3.3495,0.6057,16.6924,-0.004077,-0.107427
195893.0,UP,-2.296,0.6656,15.2582,-0.007947,-0.089886
195903.0,UP,-4.4652,1.5897,13.6781,-0.01099,-0.073242
195913.0,UP,-3.6296,0.3711,11.5784,-0.010493,-0.032854
195922.0,UP,-4.4843,-0.7781,7.5202,-0.006206,0.007823
195933.0,UP,-1.4629,1.0032,10.1418,-0.006879,0.051822
195943.0,UP,-2.636,-0.9553,12.7348,-0.013546,0.073166
195953.0,UP,-4.4101,-2.8706,14.2982,-0.021758,0.086084
195962.0,UP,-3.5482,0.6632,13.4315,-0.029766,0.10761
195973.0,UP,-4.9201,0.2059,8.9854,-0.026313,0.167571
195983.0,UP,-6.0262,3.1412,16.7857,-0.025843,0.278052
195993.0,UP,-7.0246,6.1172,22.6156,-0.021363,0.412588
196002.0,UP,-3.2058,3.0574,17.8751,-0.014955,0.543932
196013.0,UP,-3.3639,1.7765,12.2439,-0.006737,0.634832
196023.0,UP,-2.5474,2.9951,14.0228,-0.001655,0.670567
196033.0,UP,-5.1092,5.7293,14.9398,0.002144,0.657799
196043.0,UP,-3.869,4.3024,17.2694,0.002625,0.625576
196052.0,UP,-3.7469,4.9368,13.714,0.008286,0.609656
196063.0,UP,-3.5578,6.7564,15.8831,0.011803,0.628203
196073.0,UP,-5.9233,4.7046,13.125,0.00886,0.664197
196083.0,UP,-4.1396,2.5187,14.2862,0.010183,0.686491
196092.0,UP,-5.2433,3.383,15.8831,0.009003,0.660147
196103.0,UP,-4.0294,3.3734,15.0021,0.012536,0.588923
196113.0,UP,-6.5146,7.4651,19.417,0.012378,0.509881
196123.0,UP,-6.2991,2.8611,15.9143,0.020085,0.465567
196132.0,UP,-3.8451,4.9464,13.8529,0.024759,0.455642
196143.0,UP,-3.7804,3.6464,10.0652,0.031162,0.478505
196153.0,UP,-5.2553,3.7757,6.1028,0.036872,0.490507
196163.0,UP,-5.5522,2.15,5.8706,0.03984,0.470212
196172.0,UP,-4.1611,-0.7374,12.3972,0.03939,0.446728
196183.0,UP,-3.9193,0.2705,17.2311,0.043241,0.420852
196193.0,UP,-7.1323,1.7597,13.7236,0.049305,0.31158
196203.0,UP,-8.26,1.257,12.8401,0.053464,0.139054
196213.0,UP,-7.3717,4.8411,8.9208,0.056951,-0.02929
196222.0,UP,-6.1411,4.4436,13.6613,0.055371,-0.151601
196233.0,UP,-6.5888,3.0454,11.0157,0.057411,-0.259097
196243.0,UP,-4.4652,1.4724,11.4275,0.055845,-0.355325
196253.0,UP,-2.5402,0.7805,8.0062,0.059016,-0.453997
196262.0,UP,-2.5762,0.328,14.2503,0.059474,-0.545033
196273.0,UP,-3.1005,2.3894,10.2663,0.053339,-0.61962
196283.0,UP,-1.8675,0.8906,11.3413,0.047152,-0.680409
196293.0,UP,-3.45,2.885,12.3732,0.037512,-0.723817
196302.0,UP,-1.9154,2.1117,13.8672,0.031826,-0.739092
196313.0,UP,-2.4157,0.5698,10.3262,0.024772,-0.703509
196323.0,UP,-0.9984,-2.8659,14.3532,0.017637,-0.611038
196333.0,UP,-1.0343,-0.6632,13.3788,0.007985,-0.453658
196342.0,UP,-0.1891,2.8132,9.7564,-0.000909,-0.264763
196353.0,UP,-2.8994,3.0358,8.5736,-0.009836,-0.107944
196363.0,UP,-4.6208,3.2394,11.9327,-0.009783,-0.043403
196373.0,UP,-4.6974,3.4788,15.5025,-0.01619,-0.061369
196383.0,UP,-3.7373,0.8308,16.3907,-0.025152,-0.134365
196392.0,UP,-4.956,3.7517,15.2511,-0.02907,-0.192121
196403.0,UP,-7.0485,3.4596,11.9878,-0.031992,-0.205178
196413.0,UP,-6.7516,1.6999,10.5704,-0.027775,-0.177307
196423.0,UP,-3.2298,3.2896,9.3661,-0.030369,-0.136677
196432.0,UP,-5.2289,3.9935,13.5703,-0.029727,-0.116804
196443.0,UP,-2.806,-0.6608,12.1027,-0.030972,-0.113802
196453.0,UP,-3.9528,1.6185,13.5201,-0.02909,-0.14215
196463.0,UP,-1.8076,-0.3543,14.552,-0.025826,-0.173249
196472.0,UP,-2.6815,-2.1045,14.7483,-0.029237,-0.204949
196483.0,UP,-3.3495,-2.3224,15.2032,-0.030687,-0.230256
196493.0,UP,-3.4716,2.6288,14.5879,-0.02721,-0.220551
196503.0,UP,-3.0765,0.2586,17.5447,-0.023949,-0.172232
196513.0,UP,-4.0677,1.0511,14.1497,-0.026403,-0.100269
196523.0,UP,-3.8259,1.8052,12.3277,-0.020958,-0.036729
196533.0,UP,-5.0781,4.9249,15.4546,-0.020013,0.001845
196543.0,UP,-6.2225,4.5825,13.5871,-0.020963,0.041125
196553.0,UP,-6.7924,1.1708,12.1338,-0.021029,0.075266
196562.0,UP,-9.1913,3.9863,11.7699,-0.027425,0.123683
196573.0,UP,-6.9552,3.541,10.3837,-0.022895,0.147282
196583.0,UP,-5.3391,2.8228,11.0205,-0.012929,0.138395
196593.0,UP,-4.4915,6.031,17.7075,-0.012471,0.098032
196602.0,UP,-6.1914,4.0151,18.7418,-0.016048,0.103951
196613.0,UP,-4.7669,3.6536,18.7825,-0.018377,0.176635
196623.0,UP,-5.0135,4.4077,14.2407,-0.017042,0.2982
196633.0,UP,-4.6256,3.9073,18.5024,-0.012724,0.438246
196642.0,UP,-0.9816,1.5083,17.7865,-0.008256,0.544208
196653.0,UP,-3.5338,4.4963,16.9509,-0.007454,0.613469
196663.0,UP,-5.9209,4.5131,14.437,0.003954,0.66051
196673.0,UP,-6.778,4.1587,13.1202,0.001355,0.674802
196683.0,UP,-5.6455,2.9999,14.0779,-0.000244,0.657137
196692.0,UP,-3.2825,2.9209,11.2647,0.000288,0.639009
196703.0,UP,-2.4948,4.7118,13.6829,-0.000192,0.617098
196713.0,UP,-1.4844,1.8723,11.8154,-0.003027,0.596958
196723.0,UP,-1.6688,-1.8962,7.4795,-0.004336,0.577862
196732.0,UP,1.0965,-0.7997,14.0947,-0.003252,0.543773
196743.0,UP,1.4102,-0.6823,6.5984,0.001187,0.508668
196753.0,UP,-2.0877,-0.4429,6.098,-0.005015,0.485593
196763.0,UP,-3.1388,1.221,11.7124,-0.010936,0.480722
196772.0,UP,-4.4149,-0.1963,9.0644,-0.003043,0.466488
196783.0,UP,-6.936,-0.1293,8.26,0.005297,0.436927
196793.0,UP,-5.9256,1.7909,9.6438,0.010264,0.423404
196803.0,UP,-6.5984,1.6903,9.979,0.009335,0.387058
196812.0,UP,-5.5785,2.8635,8.2408,0.011522,0.316787
196823.0,UP,-6.213,2.7892,8.6119,0.017002,0.208503
196833.0,UP,-5.6096,5.284,9.517,0.02208,0.042097
196843.0,UP,-4.3479,0.668,14.3604,0.028646,-0.155885
196853.0,UP,-4.7333,1.1253,9.991,0.029529,-0.328073
196862.0,UP,-3.2489,0.7997,15.0069,0.024214,-0.474883
196873.0,UP,-2.5259,-0.9649,13.3357,0.020334,-0.597448
196883.0,UP,-4.2473,-0.7254,12.7994,0.013927,-0.703333
196893.0,UP,-1.1157,-1.7765,14.2503,0.010719,-0.796142
196902.0,UP,-2.9664,-2.2434,15.5886,0.006448,-0.85179
196913.0,UP,-1.2809,-3.395,14.71,0.001592,-0.860336
196923.0,UP,-3.0311,1.1779,11.9016,-0.003945,-0.795388
196933.0,UP,-5.387,1.7765,14.2647,-0.008748,-0.678412
196942.0,UP,-6.0286,-3.146,12.4977,-0.01243,-0.546994
196953.0,UP,-6.1363,0.5124,9.5672,-0.009194,-0.415214
196963.0,UP,-3.869,2.8587,9.5529,-0.013373,-0.310375
196973.0,UP,-6.2369,-2.5762,7.264,-0.008616,-0.250166
196982.0,UP,-5.7581,-2.8778,6.8809,-0.007208,-0.241915
196993.0,UP,-7.5393,0.3065,17.03,-0.008001,-0.285356
197003.0,UP,-7.1467,0.6273,16.204,-0.011779,-0.345476
197013.0,UP,-4.9775,4.1156,15.4713,-0.013043,-0.388083
197023.0,UP,-4.197,2.0111,12.4905,-0.009738,-0.400638
197032.0,UP,-4.3048,-0.9457,12.7108,-0.008532,-0.383504
197043.0,UP,-2.5235,0.893,10.58,-0.004157,-0.328867
197053.0,UP,0.3328,4.9608,9.2584,-0.010303,-0.250411
197063.0,UP,-2.3272,2.1284,8.5904,-0.011063,-0.184022
197072.0,UP,-4.288,1.5634,12.3517,-0.008899,-0.143702
197083.0,UP,-5.2218,0.1149,13.611,-0.00509,-0.143101
197093.0,UP,-6.0214,2.5235,15.761,-0.002363,-0.14198
197103.0,UP,-5.9185,0.5435,14.4299,-0.004178,-0.128774
197112.0,UP,-5.7317,-0.565,8.8298,-0.003818,-0.074668
197123.0,UP,-5.1858,-0.5363,14.6908,-0.0079,-0.003939
197133.0,UP,-4.3455,1.8052,15.9813,-0.001679,0.078226
197143.0,UP,-4.1899,1.8268,14.8393,0.004256,0.156961
197152.0,UP,-4.1563,3.4405,14.8632,-0.003359,0.24004
197163.0,UP,-4.0965,2.4301,15.8855,-0.005561,0.32782
197173.0,UP,-4.8315,2.3655,17.7171,-0.006949,0.411794
197183.0,UP,-3.8068,2.1835,13.2854,-0.004863,0.484036
197193.0,UP,-5.4612,3.7661,14.6046,-0.003566,0.562187
197202.0,UP,-3.9768,4.5945,15.026,-0.001197,0.647677
197213.0,UP,-3.3758,6.426,18.67,-0.006496,0.704291
197223.0,UP,-5.8538,6.8331,19.9916,-0.003167,0.724055
197233.0,UP,-3.7134,7.1898,13.3309,-0.001464,0.677568
197242.0,UP,-2.0758,5.8107,12.8952,-0.004151,0.574988
197253.0,UP,-4.9081,4.3479,13.2399,-0.001665,0.470861
197263.0,UP,-5.9304,3.8858,12.3972,-0.003726,0.379299
197273.0,UP,-5.4109,2.3703,12.0117,-0.004629,0.336107
197282.0,UP,-6.8378,2.4828,15.117,-0.007163,0.341895
197293.0,UP,-4.2832,1.2378,12.4211,-0.005566,0.391078
197303.0,UP,-5.0901,2.1404,12.7324,-0.004929,0.458883
197313.0,UP,-4.3934,-0.4788,14.5759,-0.010814,0.514619
197323.0,UP,-4.5825,3.0981,12.062,-0.016907,0.527925
197332.0,UP,-3.8475,2.6001,15.0212,-0.016932,0.485064
197343.0,UP,-0.7638,0.6656,9.4691,-0.016739,0.407396
197353.0,UP,-0.3304,1.889,6.3375,-0.018663,0.325223
197363.0,UP,-2.7198,2.0303,5.9759,-0.019403,0.26055
197372.0,UP,-2.8946,2.897,9.7755,-0.021008,0.208706
197383.0,UP,-4.8937,2.4708,9.9288,-0.025862,0.155559
197393.0,UP,-5.8107,3.3639,6.9839,-0.023563,0.059056
197403.0,UP,-4.8052,3.3591,6.189,-0.024442,-0.100536
197412.0,UP,-4.6807,4.9297,6.0885,-0.021415,-0.308522
197423.0,UP,-7.094,3.5099,10.8529,-0.024056,-0.529215
197433.0,UP,-5.1691,-0.1149,10.307,-0.020786,-0.678858
197443.0,UP,-3.4333,-2.1117,10.0509,-0.018117,-0.752047
197452.0,UP,-2.7821,-4.5466,10.0102,-0.01742,-0.775585
197463.0,UP,-4.7262,1.6089,8.2313,-0.024697,-0.778268
197473.0,UP,-3.1699,0.2514,12.2439,-0.020766,-0.778603
197483.0,UP,-4.5179,3.0526,12.2344,-0.021672,-0.805197
197493.0,UP,-4.3287,1.8555,9.3278,-0.018666,-0.847629
197502.0,UP,-4.0725,2.2817,10.7595,-0.019192,-0.894952
197513.0,UP,-3.4979,0.6321,10.805,-0.00986,-0.891401
197523.0,UP,-2.4134,-0.5746,17.1784,-0.004047,-0.810487
197533.0,UP,-1.9034,0.6728,13.0556,0.007052,-0.631284
197542.0,UP,-3.3878,1.415,13.939,0.005752,-0.400735
197553.0,UP,-2.2769,2.3224,13.7571,0.005512,-0.191248
197563.0,UP,-5.0326,0.5794,12.9478,0.003188,-0.084678
197573.0,UP,-5.7413,1.4198,15.2822,-0.001389,-0.114801
197582.0,UP,-5.782,2.8491,12.5767,-0.004518,-0.228697
197593.0,UP,-5.1332,2.9664,8.9352,-0.012297,-0.336548
197603.0,UP,-4.5226,2.3559,11.8848,-0.011699,-0.381526
197613.0,UP,-6.6295,3.158,11.5041,-0.008289,-0.371305
197622.0,UP,-7.6016,1.1995,14.9757,-0.014088,-0.337494
197633.0,UP,-7.6782,-1.2043,11.5808,-0.017502,-0.328884
197643.0,UP,-5.1667,0.7518,11.6406,-0.015916,-0.336173
197653.0,UP,-4.312,0.0192,10.1658,-0.015553,-0.338379
197663.0,UP,-5.2074,-0.9553,8.6239,-0.013877,-0.327248
197672.0,UP,-6.1004,3.383,8.8897,-0.009179,-0.312427
197683.0,UP,-6.3758,3.0382,22.3116,-0.003662,-0.27078
197693.0,UP,-5.7221,0.2274,15.8712,-0.006976,-0.189979
197703.0,UP,-4.9321,-2.0925,12.0979,-0.008135,-0.066023
197712.0,UP,-4.3718,-0.8164,14.5328,-0.007143,0.066129
197723.0,UP,-2.4588,3.2609,16.5176,-0.010293,0.168494
197733.0,UP,-6.7421,2.0949,10.7715,-0.007911,0.220542
197743.0,UP,-6.1699,1.7957,16.0651,-0.007017,0.258929
197752.0,UP,-4.3598,2.4948,16.4865,-0.00998,0.336323
197763.0,UP,-4.2018,3.644,16.1848,-0.008673,0.45734
197773.0,UP,-3.8666,4.9775,13.6565,-0.012583,0.633186
197783.0,UP,-2.6121,4.0486,13.2399,-0.011608,0.813353
197792.0,UP,-5.9113,4.1372,17.1999,-0.013172,0.942085
197803.0,UP,-6.675,5.5881,13.7691,-0.018208,0.973392
197813.0,UP,-5.2672,3.1101,15.9933,-0.017653,0.911571
197823.0,UP,-3.0909,2.4852,14.1282,-0.013319,0.815163
197833.0,UP,-4.0342,3.5626,11.5688,-0.014808,0.740115
